,Content,Label
10,"Tek Ninjas
Big Data Developer (Mid-Snr)
Charlotte, NC
$72K - $106K (Glassdoor est.)

 Requirements & Info:
5-7 years of experience
Big Data Analytics
Python
Spark - streaming apps (Kafka messaging queue is involved)
Building real-time data analytics dashboards (along with historical data)
PySpark - building big data
NoSQL Databases
Hadoop
Kafka
GCP
This data engineer will annotate the data in the proper way so they can use it for helping train the models for the chatbots.
Experience building applications and/or platforms that have a similar nature with this tech & analyzing chatbot data.
Responsible for building out a data platform that will support a Natural Language & Intent based chatbot
Will house data on user interactions - chat conversations - analytics - customer behaviors that are important for them to train their models - generate chat analytics etc.
Evolving platform over the years
Required Skills: 5-7 years of experience Big Data Analytics Python Spark - streaming apps (Kafka messaging queue is involved) Building real-time data analytics dashboards (along with historical data) PySpark - building big data NoSQL Databases Hadoop Kafka GCP
Basic Qualification: 5-7 years of experience Big Data Analytics Python Spark - streaming apps (Kafka messaging queue is involved) Building real-time data analytics dashboards (along with historical data) PySpark - building big data NoSQL Databases Hadoop Kafka GCP
Additional Skills: 5-7 years of experience Big Data Analytics Python Spark - streaming apps (Kafka messaging queue is involved) Building real-time data analytics dashboards (along with historical data) PySpark - building big data NoSQL Databases Hadoop Kafka GCP
Background Check: Yes
Drug Screen: Yes
Notes:
Selling points for candidate:
Project Verification Info:
Candidate must be your W2 Employee: Yes
Exclusive to Apex: No
Face to face interview required: No
Candidate must be local: No
Candidate must be authorized to work without sponsorship: No
Interview times set:: No
Type of project:
Master Job Title: VMS Access Entry
Branch Code: Charlotte
Job Type: Full-time",glassdoor
11,"Denken Solution's Inc
Data Engineer
California, KY
Employer Provided Salary:$84K - $189K

 Role: Data Engineer
Location: Avery Rd, California
Duration: W2 Full Time
Job Description:
""Big Data developers with hands-on experience in building data pipeline applications
5+ yrs of hands-on experience in building Big Data applications using SQL/NoSQL technologies in the Hadoop ecosystem
-Strong MapReduce/Java app development experience & UNIX shell scripting skill
-Prepare Env for science model training
-Investigation and initial work to connect with new system (Ex. key-value store, remote service)
-SHP, eSHP topology
-TnV web crawling pipeline
-SRT batch scoring pipeline
-SRT model updating pipeline
-Hive, Pig with custom UDF implementation in Java
-MySQL
-Oozie
-Git, Maven
-Spark
-Plus: Kafka, DevOps, CI/CD""
Primary Skills:
""Java, Python, Oozie, Pig, Scala, SageMaker, Hive, Airflow, AWS
Job Types: Full-time, Contract
Salary: $84,227.91 - $189,097.26 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Professional development assistance
Relocation assistance
Schedule:
8 hour shift
Supplemental pay types:
Commission pay
Signing bonus
Experience:
Informatica: 1 year (Preferred)
SQL: 1 year (Preferred)
Data warehouse: 1 year (Preferred)
Work Location: One location
Speak with the employer
+91 (949) 822 -3203",glassdoor
12,"Prutech Solutions
4.3
Big Data Developer
Remote
Employer Provided Salary:$70.00 Per Hour

 Job Title: Big Data Developer
Location: NC/TX
Duration: 12 to 24+Months
Direct Client & W2 Requirement
Required Skills
Hadoop
SPARK
SCALA/PYTHON
Job Types: Contract, Full-time
Salary: $70.00 per hour
Schedule:
8 hour shift
Education:
Bachelor's (Required)
Experience:
Scala: 1 year (Required)
Python: 1 year (Required)
Hadoop: 1 year (Required)
Work Location: Remote",glassdoor
13,"N9 it solutions
4.5
Big Data Developer
Remote
Employer Provided Salary:$30.00 - $42.00 Per Hour

 Job Title: - Big Data Engineer
Position: - W2 Employment ( Should work on our W2 )
Eligible Visa status: - OPT, Day1 CPT, H1B, H1B T, H4 EAD
(Authorized to work anywhere in the USA and for only those who are staying in the USA)
Long term contract
Job description
Design and build data services that deliver Strategic Enterprise Risk Management data
Design high performing data models on big-data architecture as data services.
Design and build high performing and scalable data pipeline platform using Hadoop, Apache Spark, MongoDB and object storage architecture.
Design and build the data services on container-based architecture such as Kubernetes and Docker
Partner with Enterprise data teams such as Data Management & Insights and Enterprise Data Environment (Data Lake) and identify the best place to source the data
Work with business analysts, development teams and project managers for requirements and business rules.
Collaborate with source system and approved provisioning point (APP) teams, Architects, Data Analysts and Modelers to build scalable and performant data solutions.
Effectively work in a hybrid environment where legacy ETL and Data Warehouse applications and new big-data applications co-exist
Work with Infrastructure Engineers and System Administrators as appropriate in designing the big-data infrastructure.
Work with DBAs in Enterprise Database Management group to troubleshoot problems and optimize performance
Support ongoing data management efforts for Development, QA and Production environments
Utilizes a thorough understanding of available technology, tools, and existing designs.
Leverage knowledge of industry trends to build best in class technology to provide competitive advantage.
Acts as expert technical resource to programming staff in the program development, testing, and implementation process.
Skills required:
5+ years of application development and implementation experience
5+ years of experience delivering complex enterprise-wide information technology solutions
3+ years of reporting experience, analytics experience or a combination of both
4+ years of Hadoop development/programming experience. Strong Experience with Spark, Hive and Data integration are required
5+ years of experience delivering ETL, data warehouse and data analytics capabilities on big-data architecture such as Hadoop
Benefits: -
Competitive salary
Flexible work schedule & part-time off
E-verified
H1B and GC filling
On job technical support
Skill Enhancement
Guesthouse facilities are also available
Opportunity to work with Fortune 500 Companies
Job Type: Full-time
Salary: $30.00 - $42.00 per hour
Schedule:
8 hour shift
Experience:
Informatica: 1 year (Preferred)
SQL: 1 year (Preferred)
Data warehouse: 1 year (Preferred)
Work Location: Remote",glassdoor
14,"Kirti Services
QlikView Developer
Remote
Employer Provided Salary:$60.00 - $70.00 Per Hour

 Title: Qlik Sense Developer
Location: Remote (Arlington Heights, IL)
Responsibilities:
You will be responsible for helping to build Qlik Sense-based automated solutions around business dashboards/metrics Interface with business managers and technology teams to design, develop, deploy and enhance Qlik Sense dashboards Query, analyze, and transform complex data sets to optimize dashboard flexibility and performance Ensure all Qlik development is in line with best practices, principles, and standards defined by the BI Tools team and complies with overall data control standards.
Desired Skills:
Expert-level skills in Qlik Sense and Nprinting development
Expert level skill in integrating data using Qlik Sense
Expert level skill in Dashboard UX design (layouts, integrating maps, color schemes, etc.)
Experience in Data modeling
Experience in Star Schema/Snowflake modeling, FACT & Dimensions tables
Extensive use of SQL RDBMS (IBM DB2, GCP Big Query, etc.), Data warehouse & Big Query data systems & performance tuning experience required
Job Type: Full-time
Salary: $60.00 - $70.00 per hour
Schedule:
8 hour shift
Experience:
QlikView: 5 years (Required)
Work Location: Remote",glassdoor
15,"Aptivacorp
4.4
Python/Golang Developer (100% Remote)
Remote
Employer Provided Salary:$60.00 - $70.00 Per Hour

 Position: Python/Golang Developer (100% Remote)
Location: San Jose, California
Duration: 12+ Months
Job type: Contract
Technology Interest: Software Development, Testing
Who we are
The Cloud Infrastructure Engineering team at Cisco drives the technology that's redefining the way IT departments secure their networks, and more meaningfully to their users.
As a software development engineer, you will be a key member of a network engineering VPN team responsible for the design, development, and operation of a highly available global cloud-based VPN service at scale. This is a small team that does big things. We operate in dozens of data centers globally and are constantly expanding to offer greater services and more optimally delivered solutions to our customers.
Who You'll Work With
This full stack engineering team is a mix of engineers who have come from network, systems, and software engineering roles and experiences.
We work closely with other Cisco Security product engineering teams developing customer facing security services, and with the Cloud Infrastructure Engineering teams building core Internet infrastructure and distributed systems to help deliver the services globally more reliably and efficiently at scale.
The team invests heavily on continual improvement in automation and optimization. Everything needs to scale horizontally and autonomously with stability, resiliency at a high performance with the flexibility to adapt. We take extraordinary pride in building and operating one of the most hyper-connected and highly optimized global anycast networks in the world.
About you
· You have 3 or more years of work experience post college.
· You enjoy working in a multi-functional team that owns the entire stack, thrive in an agile environment and are happy to guide/learn from your teammates.
· You enjoy solving problems at scale and working on services used by millions of customers every day from around the world.
· You are interested in coming up with innovative solutions for complicated problems, and enthusiastic about finding ways to do things better.
· You know your way around Linux, built or deployed applications using cloud technologies (AWS, GCP, Docker) and able to diagnose sophisticated systems and applications.
· You enjoy coding in a variety of languages (C, Python, Golang...) to build applications, implement automation, integration and/or optimization features and functionality.
· You have DevOps experience, understand CI/CD and how to build cloud-based services at scale, and are enthusiastic about automation.
· You have good foundational knowledge in networking and are familiar with various VPN technologies and protocols
· Some of the things you will work on
· Design, build and operate highly available, global cloud-based VPN service at scale
· Develop solutions for networking and orchestration problems with availability, scale, and latency in mind
· Collaborate with software and infrastructure engineering teams to design solutions to enable them
· Learn the ins and outs of supporting a platform running 24x7
· Design, build and improve CI/CD pipelines
· Fine-tune configuration and improve the performance of a variety of systems alongside your team members
Crucial Skills
· Clear verbal and written communications
· Very strong Linux experience
· Software Development and Coding with languages such as C/C++, Python, Golang
· Experience with Continuous Integration tools like Jenkins or Concourse
· Experience working with modern configuration management tools such as Puppet and Ansible.
· Experience with VPN related protocols (IPSec, IKE, AH, ESP, SSL VPN...).
· Experience and solid understanding of networking fundamentals (OSI model, routing, switching, firewalls, TCP/IP, UDP)
Desired skills
· Cloud operations experience with a SaaS product in a large scale 24x7 production environment.
· Experience and understanding of containerized production deployments. (Docker, Kubernetes)
· Experience with AWS technologies such as EC2, S3, Lambda, Terraform...
· Knowledge of Virtual Machines, Hypervisor technology and virtualized networking (e.g. KVM, OpenStack, VXLAN, vSwitch, DPDK, SR-IOV, VPP)
· Strong Software Development experience in Golang, C or Python
· Test-Driven Software Development
Thanks & Regards
Venu Gopal
Phone: 848-202-7710
Email: venugopal(at)aptivacorp(dot)com
Job Types: Contract, Full-time
Salary: $60.00 - $70.00 per hour
Schedule:
8 hour shift
Work Location: Remote
Speak with the employer
+91 8482027710",glassdoor
16,"DiamondPick
4.6
Big Data Developer
Tampa, FL
Employer Provided Salary:$100K - $140K

 Big data developer
Locations: Irving, TX/ Tampa, FL
Job Description : -
Skills mandatory: Scala, Spark
Resource should have worked on Spark Scala, Unix and sql, Eclipse, IntelliJ
Should have knowledge on Data analysis skills.
Resource with a BFS background will be good option
Should be able to work the team and track the activities.
Should be able to co-ordinate with onsite team and other stakeholders of the project.
Knowledge on ETL, tools like Ab-initio is an added advantage.
Job Type: Full-time
Salary: $100,000.00 - $140,000.00 per year
Benefits:
Health insurance
Schedule:
8 hour shift
Day shift
Ability to commute/relocate:
Tampa, FL 33613: Reliably commute or planning to relocate before starting work (Required)
Experience:
Informatica: 8 years (Preferred)
SQL: 8 years (Preferred)
Data warehouse: 8 years (Preferred)
scala: 8 years (Required)
Spark: 8 years (Required)
Work Location: One location",glassdoor
17,"Winwire Technologies
4.2
Big Data Developer
Remote

 Job Title: Bigdata Aws Developer
Location: 100% Remote Work
Duration: Long Term Contract
Required Skills
Programming: Python, Hadoop Map-reduce, Hadoop, Spark/Scala/Pyspark, Impala, Hbase, Pig, HDFS
Concepts: Knowledge on different file types: json/ORC/Parquet/AVRO, Datalake concepts, dataframes
Ci/CD: Git/Gitops/Codepipeline (at least one)
AWS services: EMR, EC2, Lambda, S3, RDS, Dynamodb, VPC, API gateway, Eventbridge, kinesis, Glue, Athena, Redshift, IAM, Cloudwatch, Cloudtrail, SNS, SQS, Vault
(Candidate should know a minimum of 7-8 services in depth and have average understanding of the rest)
Other tools: Cloudformation/Terraform, Oozie
Good to have skills:
Visualization: Quicksight/PowerBI/tableau
Graph DB: Neo4J, AWS Neptune
Other AWS services: Glue Data brew, Data Studio, Sagemaker,
Other tools: Datadog, Denodo, Splunk
Job Type: Contract
Schedule:
8 hour shift
Work Location: Remote",glassdoor
18,"Pittsburgh Knights
Front End Developer
Pittsburgh, PA
$61K - $91K (Glassdoor est.)

 Title: Front-End Developer
Location: Remote WorldWide
Type: Full Time
Announcement No. PK-023
The global esports market generated over $1 billion in annual revenues in 2021; that’s a 50% increase from last year, driven primarily from sponsorships and advertising to an estimated global audience of 600 million fans. Creating competition and community is all part of our game plan—and we’re just getting started building the future of gaming!
Who are we? We are the Knights, a pro esports team and gaming lifestyle brand that develops innovative events and products to inspire competition and create community. Founded in 2017, the Knights is forging a new path in disrupting the current esports industry landscape by using data to help drive business success. By championing our values of excellence, sportsmanship, and a fighting spirit, the Knights strive to thrive and transform into a recognized category leader.
The Opportunity:
Do you have a passion for making connections with others and managing relationships? Do you love to transform big challenges into business opportunities? Are you someone who thrives when working in a fast-paced collaborative environment? If your answer is yes, you could be a perfect fit for our Front-End Developer role available at the Knights, where you will make a real impact through your work on projects and involvement in the gaming community. In this role, you will work alongside our graphic design team to ensure all elements of web creation are consistent and meet the user experience standards.
Daily Responsibilities:
Maintain and Improve web pages
Develop Fully responsive web pages
Ensuring user experience determines design choice
Optimizing web pages for maximum efficiency
Maintaining brand consistency throughout all web pages
Developing features to enhance user experience
Ensuring web design is easy to navigate on a mobile device
Utilizing a variety of markup languages to write web pages
Build reusable code for future use
Collaborate with other team members and stakeholders
Optimize application for maximum speed and scalability
Follow new and emerging technologies
Troubleshoot and debug applications",glassdoor
19,"Virtusa
3.7
Big Data Developer / Pyspark Developer
Irving, TX
$74K - $107K (Glassdoor est.)

 7+ yrs. of experience in building large scale batch and data pipelines with data processing frameworks in the cloud platform using PySpark (on EMR) & Glue ETL
Build PySpark based applications for both batch and streaming requirements, which will require in-depth knowledge on majority of Hadoop and Oracle(RDBMS) databases as well.
Develop and execute data pipeline testing processes and validate business rules and policies.
Optimize performance for data access requirements by choosing the appropriate native Hadoop file formats (Avro, Parquet, ORC etc) and compression codec, respectively.
Ability to design & build real-time applications using Apache Kafka & Spark Streaming.
Experience in deployment and operationalizing the code using CI/CD tools
Build data tokenization libraries and integrate with Hive & Spark for column-level obfuscation.
Experience in processing large amounts of structured and unstructured data, including integrating data from multiple sources.
Participate in the agile development process, and document and communicate issues and bugs relative to data standards in scrum meetings.
Work collaboratively with both the onsite and offshore teams.
Ability to solve complex data-driven scenarios and triage defects and production issues.
Challenge and inspire team members to achieve business results in a fast paced and rapidly changing
environment.
Job Type: Full-time
Benefits:
401(k)
Dental insurance
Vision insurance
Schedule:
8 hour shift
Work Location: On the road
Speak with the employer
+91 +1 704 312 8055",glassdoor
20,"Formac
4.2
Big Data Developer
Irving, TX
Employer Provided Salary:$44.06 - $92.00 Per Hour

 5+ years of relevant experience with Big Data / Java Spark
5+ years experience with RDBMS experience, Oracle is preferred
5+ years experience with Java / Spring / Spark / Unix / Oracle
Familiar with Service oriented architecture, and data standards like JSON, Avro, Parquet
Job Types: Full-time, Contract
Pay: $44.06 - $92.00 per hour
Benefits:
Dental insurance
Health insurance
Vision insurance
Schedule:
8 hour shift
Ability to commute/relocate:
Irving, TX 75038: Reliably commute or planning to relocate before starting work (Required)
Education:
High school or equivalent (Preferred)
Experience:
Informatica: 1 year (Preferred)
Big data: 5 years (Required)
Data warehouse: 1 year (Preferred)
Java / Spring / Spark: 1 year (Required)
JSON, Avro, Parquet: 1 year (Preferred)
Work Location: One location",glassdoor
